CcnId,Hsi
100238,HSI00000492
100126,HSI00000492
100067,HSI00001106
100180,HSI00000492
100161,HSI00000492
100166,HSI00000492
100217,HSI00001037
100049,HSI00000492
100154,HSI00000077
101310,HSI00000249
100264,HSI00000492
100044,HSI00000622
100135,HSI00001060
100254,HSI00000492
100128,HSI00000368
100206,HSI00000492
103303,HSI00000981
100255,HSI00000492
100173,HSI00000010
100055,HSI00000010
100028,HSI00000812
100070,HSI00000249
100105,HSI00000509
101300,HSI00000010
100234,HSI00000492
100287,HSI00001066
100288,HSI00001066
100030,HSI00000796
100275,HSI00001148
100267,HSI00000492
100183,HSI00001066
100187,HSI00001066
100259,HSI00000492
100191,HSI00000492
100048,HSI00000076
100069,HSI00000010
364036,HSI00001148
364038,HSI00001148
360242,HSI00001086
360027,HSI00001078
360020,HSI00001043
360141,HSI00001037
360172,HSI00000661
360025,HSI00000363
360118,HSI00000784
360144,HSI00001078
360211,HSI00000183
360039,HSI00000391
360174,HSI00000842
360037,HSI00000990
360259,HSI00000848
360263,HSI00000661
360241,HSI00001078
361320,HSI00000490
360266,HSI00001106
360270,HSI00000661
362032,HSI00000065
363303,HSI00000211
360276,HSI00000661
364044,HSI00001118
360131,HSI00000065
360348,HSI00000784
360002,HSI00001156
360125,HSI00001078
360014,HSI00000784
360236,HSI00000661
361321,HSI00001086
360197,HSI00001086
360153,HSI00001259
360359,HSI00001156
360155,HSI00001156
361311,HSI00001086
360084,HSI00000065
360070,HSI00000990
360362,HSI00001104
360358,HSI00001106
360192,HSI00001156
362014,HSI00001156
360159,HSI00000008
360179,HSI00001104
363300,HSI00000224
360163,HSI00001077
360003,HSI00001118
362004,HSI00001118
360134,HSI00000183
360360,HSI00000546
360075,HSI00001156
360234,HSI00000661
363035,HSI00001043
360354,HSI00001118
360361,HSI00000056
363038,HSI00001078
363036,HSI00001156
360364,HSI00001078
360001,HSI00000661
363308,HSI00000981
360170,HSI00000784
363304,HSI00001078
360059,HSI00001083
360180,HSI00001078
360082,HSI00001078
360077,HSI00001078
360087,HSI00001078
360041,HSI00001156
360056,HSI00000661
360137,HSI00001156
360230,HSI00001078
360058,HSI00001086
363305,HSI00000722
360152,HSI00000784
360017,HSI00000784
360035,HSI00001106
360012,HSI00001106
360085,HSI00001086
360006,HSI00000784
361308,HSI00001156
360109,HSI00000845
363306,HSI00000302
360239,HSI00000546
000000,HSI00000183
360133,HSI00000546
360051,HSI00000842
361328,HSI00000848
360210,HSI00000784
361302,HSI00000183
360010,HSI00001078
360096,HSI00000845
360145,HSI00001156
361318,HSI00000848
360156,HSI00000848
360054,HSI00000490
360143,HSI00001078
361307,HSI00001156
361304,HSI00000008
360044,HSI00001086
360132,HSI00000546
361332,HSI00001086
360079,HSI00000546
361315,HSI00000784
360072,HSI00000356
360009,HSI00000848
360066,HSI00000661
361303,HSI00001078
361330,HSI00001086
360189,HSI00001086
360147,HSI00000649
360011,HSI00000784
360080,HSI00000021
360091,HSI00001078
360076,HSI00000842
361313,HSI00000784
360218,HSI00000581
360065,HSI00000367
361306,HSI00000661
361323,HSI00000065
360046,HSI00001104
360098,HSI00000566
360008,HSI00000784
360078,HSI00001156
360245,HSI00001078
361324,HSI00000784
360013,HSI00001086
360086,HSI00000661
360089,HSI00000661
360074,HSI00000848
360048,HSI00001090
360262,HSI00000661
360081,HSI00000661
360112,HSI00000661
360068,HSI00000848
361329,HSI00001086
361312,HSI00000661
360071,HSI00000661
360161,HSI00000661
363026,HSI00001037
360055,HSI00001037
361331,HSI00001086
361334,HSI00000008
364029,HSI00001148
361310,HSI00000661
360175,HSI00000584
360026,HSI00000546
360064,HSI00000661
360123,HSI00001156
360016,HSI00000661
360150,HSI00001043
361319,HSI00000649
153039,HSI00000248
153028,HSI00000510
150004,HSI00000375
150113,HSI00000248
153030,HSI00000249
154047,HSI00001148
150056,HSI00000510
150169,HSI00000248
150015,HSI00000375
150100,HSI00000055
150162,HSI00000375
150165,HSI00000375
150075,HSI00000249
150149,HSI00000305
150150,HSI00000249
150153,HSI00000055
154041,HSI00001148
150167,HSI00000811
154051,HSI00001148
150158,HSI00000510
150088,HSI00000055
150161,HSI00000510
150183,HSI00000845
152020,HSI00000055
150173,HSI00000510
151335,HSI00000055
150051,HSI00000510
151325,HSI00000055
151309,HSI00000055
150157,HSI00000055
151326,HSI00001137
150168,HSI00000249
150101,HSI00000811
150112,HSI00000240
151331,HSI00000771
150022,HSI00000375
150126,HSI00000375
150005,HSI00000472
150008,HSI00000246
150018,HSI00000098
151308,HSI00000055
150175,HSI00000305
150082,HSI00000305
150017,HSI00000249
150109,HSI00000375
150047,HSI00000249
151316,HSI00000510
150182,HSI00000375
150181,HSI00000055
150002,HSI00001082
150026,HSI00001309
150037,HSI00001314
154024,HSI00001148
150034,HSI00000246
151302,HSI00000510
150091,HSI00000811
150074,HSI00000248
150024,HSI00000349
150084,HSI00000055
150128,HSI00000248
150115,HSI00000589
150009,HSI00000584
150146,HSI00000811
150102,HSI00000249
150007,HSI00000248
150010,HSI00000055
151323,HSI00000811
150006,HSI00000249
150086,HSI00000661
150104,HSI00001269
150069,HSI00001073
151312,HSI00000510
150057,HSI00000375
150089,HSI00000510
150044,HSI00000080
150125,HSI00000246
150030,HSI00000474
150059,HSI00000887
151303,HSI00000055
151306,HSI00000510
151318,HSI00000249
150076,HSI00001106
151320,HSI00000510
151319,HSI00000305
151324,HSI00000375
150048,HSI00000873
151314,HSI00000055
151334,HSI00000584
150065,HSI00001352
150097,HSI00000612
150058,HSI00000098
150012,HSI00001106
150046,HSI00000492
150023,HSI00001137
151311,HSI00000510
150035,HSI00000249
150042,HSI00000405
151310,HSI00000811
150133,HSI00000249
150061,HSI00000055
151307,HSI00000055
151301,HSI00000055
151328,HSI00000510
150021,HSI00000811
140113,HSI00000776
141304,HSI00000390
144031,HSI00000055
140002,HSI00000070
144034,HSI00001148
144035,HSI00000334
140280,HSI00001146
140015,HSI00000117
140242,HSI00000770
140010,HSI00000756
140182,HSI00001277
140172,HSI00000375
140052,HSI00000776
140304,HSI00000010
000000,HSI00001148
140029,HSI00000897
140174,HSI00000055
140291,HSI00001277
140185,HSI00000070
140187,HSI00000496
140054,HSI00001106
140127,HSI00001277
140162,HSI00000776
140145,HSI00000496
140164,HSI00001009
141305,HSI00001146
140034,HSI00000902
144029,HSI00001148
140189,HSI00000961
141338,HSI00000070
140223,HSI00001277
144039,HSI00001148
140307,HSI00000070
140281,HSI00000770
140150,HSI00001171
143300,HSI00000036
140124,HSI00000274
140133,HSI00000987
140082,HSI00001066
140276,HSI00001106
140158,HSI00001106
140018,HSI00000987
140119,HSI00000897
140300,HSI00000274
143025,HSI00000987
140117,HSI00000055
144026,HSI00001148
140062,HSI00001340
140224,HSI00000055
140180,HSI00000055
143302,HSI00000981
140048,HSI00001277
140114,HSI00000289
140088,HSI00001089
140093,HSI00000776
140166,HSI00000496
140286,HSI00000770
142011,HSI00000055
140012,HSI00000539
140288,HSI00001277
140275,HSI00000390
140032,HSI00000496
140217,HSI00000055
140030,HSI00001277
140258,HSI00000055
140200,HSI00000334
141309,HSI00001277
140080,HSI00000055
140179,HSI00000589
141351,HSI00000902
144009,HSI00001148
140160,HSI00000382
140064,HSI00000776
140211,HSI00000770
140292,HSI00000010
140137,HSI00000496
141335,HSI00000667
140191,HSI00001089
140250,HSI00001277
140011,HSI00001009
141336,HSI00000496
140122,HSI00000010
142010,HSI00001277
140290,HSI00000055
141316,HSI00001074
140058,HSI00000648
140007,HSI00000055
140213,HSI00000985
140186,HSI00000897
140155,HSI00000055
141325,HSI00000776
140234,HSI00000776
140065,HSI00000010
140130,HSI00000770
140202,HSI00001277
141322,HSI00000648
141350,HSI00000496
140116,HSI00000770
140289,HSI00000258
140240,HSI00001066
141310,HSI00000776
141318,HSI00000776
140101,HSI00001084
140046,HSI00000902
141334,HSI00001009
140231,HSI00000334
141308,HSI00000902
140208,HSI00001277
140063,HSI00000897
140049,HSI00001066
140008,HSI00001106
140147,HSI00001074
140110,HSI00000776
140252,HSI00000768
141341,HSI00000496
140120,HSI00001146
140209,HSI00001146
140013,HSI00001146
140067,HSI00000776
141307,HSI00000902
141315,HSI00000117
140161,HSI00000776
141337,HSI00000776
141312,HSI00000776
140239,HSI00000667
140233,HSI00000776
140228,HSI00001132
141345,HSI00000070
141340,HSI00000770
140019,HSI00000496
140148,HSI00000648
140053,HSI00000496
140043,HSI00000148
141339,HSI00000648
140091,HSI00001074
140167,HSI00000055
143027,HSI00000770
140176,HSI00000770
234023,HSI00001148
230142,HSI00000101
230167,HSI00000636
230005,HSI00000848
230097,HSI00000715
231318,HSI00000057
230117,HSI00000055
230197,HSI00000055
232020,HSI00000636
230038,HSI00001021
230070,HSI00000288
230035,HSI00001021
230104,HSI00001066
230030,HSI00000682
230297,HSI00000636
232037,HSI00001018
230302,HSI00000475
230036,HSI00000682
230156,HSI00001106
230046,HSI00001177
230118,HSI00000636
230075,HSI00000139
230041,HSI00000636
230021,HSI00000570
230093,HSI00001021
230279,HSI00000055
230081,HSI00000715
231329,HSI00000636
230208,HSI00001018
231322,HSI00000715
230259,HSI00001106
230180,HSI00000682
230022,HSI00000848
230020,HSI00000101
233300,HSI00001066
230195,HSI00000055
230273,HSI00001066
230024,HSI00001066
230053,HSI00000475
230019,HSI00000055
233027,HSI00001066
230165,HSI00000055
231315,HSI00000055
231324,HSI00000636
231337,HSI00000776
230151,HSI00000101
234011,HSI00000475
230132,HSI00000505
230141,HSI00000636
231300,HSI00000715
231338,HSI00001021
230244,HSI00000845
230133,HSI00000715
231325,HSI00000682
234030,HSI00001148
230059,HSI00001106
230236,HSI00001177
230058,HSI00000715
230089,HSI00000101
230108,HSI00000584
230040,HSI00001021
230072,HSI00001319
230069,HSI00001106
231331,HSI00001018
230055,HSI00001188
231333,HSI00000057
231321,HSI00000584
230092,HSI00000475
232036,HSI00000475
230017,HSI00000139
231301,HSI00000715
231307,HSI00001188
230230,HSI00001018
230193,HSI00000636
231319,HSI00000057
230002,HSI00001106
230110,HSI00001021
231303,HSI00001188
230303,HSI00000715
230054,HSI00000584
230222,HSI00000682
230099,HSI00000848
230047,HSI00000475
230227,HSI00000636
230080,HSI00000636
231308,HSI00001188
230066,HSI00001106
231304,HSI00001188
231305,HSI00000055
231309,HSI00000057
230121,HSI00000652
231332,HSI00000139
230105,HSI00000636
230029,HSI00001106
230207,HSI00000636
230031,HSI00000845
230216,HSI00000636
231323,HSI00001021
230254,HSI00000055
230277,HSI00001066
230130,HSI00000101
230077,HSI00000055
230241,HSI00000055
231306,HSI00001106
231326,HSI00001018
230239,HSI00001188
231320,HSI00001106
230085,HSI00000139
230100,HSI00000055
231334,HSI00000848
230270,HSI00000101
230176,HSI00000101
230269,HSI00000101
230078,HSI00000570
230095,HSI00000682
230146,HSI00000475
230003,HSI00001021
524038,HSI00000105
520107,HSI00000487
520066,HSI00000667
520138,HSI00001277
520189,HSI00001277
520193,HSI00001277
520136,HSI00000055
520194,HSI00000055
523302,HSI00000212
520195,HSI00000055
520198,HSI00001277
521308,HSI00000464
520202,HSI00000055
521356,HSI00000105
521357,HSI00000667
521350,HSI00000057
520160,HSI00001092
520009,HSI00000055
520057,HSI00000902
521315,HSI00000631
520100,HSI00000106
521355,HSI00001092
520206,HSI00001277
521314,HSI00000631
521344,HSI00000428
520059,HSI00001277
521317,HSI00000055
520205,HSI00000055
520207,HSI00001277
520017,HSI00000496
523027,HSI00000847
520204,HSI00000055
520051,HSI00000055
521338,HSI00000902
521312,HSI00001146
521352,HSI00000902
521307,HSI00000010
521300,HSI00000055
520070,HSI00000631
520013,HSI00000496
520102,HSI00001277
520088,HSI00000902
521309,HSI00000428
520049,HSI00000105
520208,HSI00000902
520097,HSI00000496
520075,HSI00000496
520038,HSI00001277
523028,HSI00001132
521304,HSI00000428
521335,HSI00000464
520021,HSI00000386
000000,HSI00000386
520087,HSI00000428
520004,HSI00000631
521328,HSI00000621
520089,HSI00001146
520083,HSI00000902
520098,HSI00001132
520037,HSI00000621
520064,HSI00001277
521324,HSI00000057
520103,HSI00000386
521340,HSI00000631
521339,HSI00000055
523300,HSI00000212
520170,HSI00000055
523025,HSI00000055
520078,HSI00000055
520028,HSI00000902
520045,HSI00001092
521326,HSI00001092
521345,HSI00000464
520062,HSI00000847
521310,HSI00000496
520048,HSI00000055
521302,HSI00000631
521325,HSI00000055
520027,HSI00000055
520096,HSI00000055
520019,HSI00000055
520011,HSI00000621
521321,HSI00000902
521349,HSI00000029
521337,HSI00000357
521346,HSI00001092
520044,HSI00000496
520035,HSI00001277
521305,HSI00000631
521311,HSI00000055
520002,HSI00000055
521343,HSI00000902
521358,HSI00000496
521329,HSI00000350
521313,HSI00000055
520034,HSI00001277
520116,HSI00000584
520008,HSI00000847
521334,HSI00001092
521327,HSI00000902
520030,HSI00000057
520177,HSI00000386
524000,HSI00001277
520139,HSI00001277
520063,HSI00000386
521316,HSI00000428
521303,HSI00001092
520033,HSI00000057
520091,HSI00000055
184014,HSI00001148
180038,HSI00000802
180013,HSI00000244
184017,HSI00001148
182005,HSI00000244
182006,HSI00000251
182002,HSI00000183
184007,HSI00001148
184008,HSI00001148
180009,HSI00000056
180036,HSI00000125
181328,HSI00000041
180025,HSI00000183
181327,HSI00000080
181329,HSI00000183
180124,HSI00000492
180087,HSI00000183
180080,HSI00000080
180035,HSI00000917
180045,HSI00000917
180048,HSI00000346
180012,HSI00000080
180053,HSI00000584
180001,HSI00000917
180127,HSI00000492
181318,HSI00000244
180101,HSI00000584
180017,HSI00001053
180004,HSI00000802
180050,HSI00000041
181302,HSI00000346
180029,HSI00000041
180056,HSI00000260
181316,HSI00000041
181301,HSI00000661
180130,HSI00000080
180138,HSI00000080
180024,HSI00000584
180070,HSI00000771
180103,HSI00000080
184004,HSI00001174
184009,HSI00001148
180143,HSI00000183
180010,HSI00000183
182009,HSI00000251
180067,HSI00001174
180011,HSI00000183
180088,HSI00000771
180040,HSI00000183
189801,HSI00000771
180141,HSI00000183
000000,HSI00000771
000000,HSI00000183
000000,HSI00000183
000000,HSI00000771
000000,HSI00000771
180037,HSI00000183
180093,HSI00000080
181305,HSI00000041
180116,HSI00000584
180019,HSI00000584
181331,HSI00000041
180020,HSI00000041
180018,HSI00000914
181306,HSI00000260
180064,HSI00000183
180102,HSI00000661
180104,HSI00000080
180046,HSI00000584
184012,HSI00001148
180049,HSI00000080
180066,HSI00000584
181324,HSI00000244
180016,HSI00000183
180069,HSI00000041
181315,HSI00000346
180132,HSI00000584
181308,HSI00000584
181307,HSI00000041
180002,HSI00000041
181311,HSI00000917
180092,HSI00000584
180106,HSI00000244
181314,HSI00000244
180043,HSI00000010
181320,HSI00000771
180153,HSI00000251
441311,HSI00000492
440161,HSI00000492
440193,HSI00000249
440151,HSI00000055
440068,HSI00000584
440156,HSI00000492
440176,HSI00001284
440217,HSI00000081
440091,HSI00000183
440222,HSI00000081
441304,HSI00001284
440227,HSI00000492
440228,HSI00001066
440218,HSI00000055
440181,HSI00001250
440012,HSI00001284
441313,HSI00001284
440150,HSI00000492
442010,HSI00000081
440185,HSI00000249
440104,HSI00000203
441316,HSI00001250
441307,HSI00000584
441300,HSI00000055
444007,HSI00001148
440035,HSI00000249
440073,HSI00000630
440059,HSI00000275
440131,HSI00000081
440009,HSI00000286
440046,HSI00000492
440018,HSI00001284
440072,HSI00001250
440001,HSI00001284
440003,HSI00000584
440025,HSI00001284
440050,HSI00001284
440031,HSI00000286
441301,HSI00000584
444010,HSI00001250
440056,HSI00000249
440180,HSI00000251
440063,HSI00001284
440017,HSI00001284
443034,HSI00000081
440184,HSI00001284
443303,HSI00000327
440125,HSI00000286
440173,HSI00000286
440120,HSI00000249
440015,HSI00001153
440033,HSI00000249
440175,HSI00000584
441309,HSI00000630
440187,HSI00000584
440110,HSI00000286
440061,HSI00001250
440011,HSI00000118
440048,HSI00000081
444004,HSI00001148
440152,HSI00000870
440194,HSI00000492
440049,HSI00000675
440183,HSI00001066
440060,HSI00001250
440030,HSI00000286
440067,HSI00000249
440053,HSI00000055
440133,HSI00000055
440006,HSI00000492
440197,HSI00000492
440082,HSI00000055
440039,HSI00001222
440153,HSI00000249
440034,HSI00000286
441306,HSI00000203
440020,HSI00000584
440032,HSI00001284
440081,HSI00000286
440058,HSI00000584
440137,HSI00000249
440192,HSI00000055
440057,HSI00000286
440144,HSI00000249
440130,HSI00000081
440010,HSI00000630
440200,HSI00000055
440002,HSI00001250
440016,HSI00000081
440148,HSI00000055
442017,HSI00000870
010113,HSI00000511
010016,HSI00001066
010085,HSI00000467
014013,HSI00001148
010036,HSI00000584
010079,HSI00000467
010169,HSI00000511
010129,HSI00000511
010114,HSI00001116
010103,HSI00001066
010104,HSI00000249
013300,HSI00000217
010139,HSI00001066
010011,HSI00000055
014000,HSI00001148
012006,HSI00000511
010056,HSI00000055
010033,HSI00001116
010022,HSI00000369
010112,HSI00001116
010055,HSI00000249
010001,HSI00001005
010049,HSI00000249
011304,HSI00000896
010100,HSI00000511
010045,HSI00000297
010173,HSI00000055
010006,HSI00000584
010083,HSI00000249
010040,HSI00000249
010046,HSI00000845
010039,HSI00000467
010044,HSI00000750
010131,HSI00000249
010089,HSI00001066
013301,HSI00001180
010087,HSI00001180
010090,HSI00000055
010023,HSI00000466
011305,HSI00000055
010029,HSI00000325
010130,HSI00000055
010108,HSI00000466
010149,HSI00000466
010158,HSI00000295
010118,HSI00000584
010019,HSI00000467
010157,HSI00000584
010101,HSI00001066
010092,HSI00000297
010086,HSI00000295
010059,HSI00000467
011302,HSI00000467
010032,HSI00001061
250100,HSI00000081
252003,HSI00000081
250001,HSI00001155
250102,HSI00000081
252004,HSI00000896
251323,HSI00000896
254007,HSI00001148
250031,HSI00000249
250025,HSI00000295
250040,HSI00000988
250162,HSI00000780
250007,HSI00000249
250044,HSI00000081
250096,HSI00000249
251331,HSI00000081
250038,HSI00000249
251315,HSI00000081
250042,HSI00000295
250093,HSI00000584
250085,HSI00000371
250136,HSI00000249
250099,HSI00001313
250168,HSI00001155
250123,HSI00000492
250019,HSI00000655
250078,HSI00000371
250094,HSI00000249
250002,HSI00000750
250072,HSI00000249
250138,HSI00000249
250048,HSI00000916
250167,HSI00000675
251336,HSI00000081
251319,HSI00001155
250027,HSI00000081
250104,HSI00000034
254005,HSI00001148
250081,HSI00000034
250069,HSI00000896
250151,HSI00001148
250084,HSI00000249
250006,HSI00000081
250034,HSI00000081
250117,HSI00000371
251308,HSI00000750
251326,HSI00000371
251316,HSI00000896
250004,HSI00000750
251324,HSI00000371
251322,HSI00000896
250067,HSI00000750
251313,HSI00000081
250141,HSI00000081
250128,HSI00000295
250020,HSI00000750
251335,HSI00000896
240196,HSI00000029
240080,HSI00000357
240050,HSI00000357
240213,HSI00000357
241313,HSI00000350
240043,HSI00000631
240115,HSI00000029
241311,HSI00000881
241340,HSI00000350
240117,HSI00000631
241328,HSI00000958
241301,HSI00000183
240100,HSI00000958
240214,HSI00000749
240075,HSI00000350
241377,HSI00000183
240076,HSI00000029
240020,HSI00000029
241347,HSI00000958
241346,HSI00000631
241364,HSI00000258
241360,HSI00000350
240101,HSI00000350
240019,HSI00000350
240047,HSI00000937
240002,HSI00000350
240166,HSI00000631
243302,HSI00000207
240010,HSI00000631
240071,HSI00000029
244018,HSI00000958
240052,HSI00000567
241357,HSI00000350
241355,HSI00000464
241321,HSI00000350
240064,HSI00000357
240059,HSI00000029
240040,HSI00000357
240187,HSI00000464
241315,HSI00000958
241338,HSI00000631
241375,HSI00000881
241370,HSI00000183
241326,HSI00000193
241371,HSI00000958
241300,HSI00000958
240093,HSI00000631
241359,HSI00000068
241330,HSI00000193
240057,HSI00000029
240210,HSI00000357
240053,HSI00000464
240207,HSI00000357
240078,HSI00000357
240004,HSI00000473
243303,HSI00000981
241362,HSI00000193
241361,HSI00000631
241378,HSI00000029
240014,HSI00000765
241342,HSI00000958
240069,HSI00000029
241380,HSI00000183
241349,HSI00000193
241373,HSI00000958
241374,HSI00000068
240141,HSI00000357
240018,HSI00000631
240001,HSI00000749
240006,HSI00000789
240036,HSI00000193
241333,HSI00000631
240106,HSI00000464
242004,HSI00000357
240038,HSI00000029
240063,HSI00000357
241309,HSI00000350
241368,HSI00000193
240104,HSI00000029
241319,HSI00000958
241352,HSI00000631
240066,HSI00000464
241381,HSI00000958
241303,HSI00000958
241308,HSI00000937
241348,HSI00000068
240084,HSI00000350
241335,HSI00000055
240056,HSI00000881
241345,HSI00000631
241302,HSI00000958
241304,HSI00000958
240088,HSI00000193
241332,HSI00000958
240044,HSI00001264
240022,HSI00000958
160064,HSI00001106
160083,HSI00000183
160033,HSI00000390
161342,HSI00000183
161353,HSI00001106
161306,HSI00001146
161330,HSI00000183
161327,HSI00001106
161307,HSI00001106
160057,HSI00000421
160040,HSI00001106
160079,HSI00000666
160045,HSI00001146
161377,HSI00000183
161341,HSI00001146
161347,HSI00000631
161352,HSI00000143
160080,HSI00001106
161304,HSI00000183
161358,HSI00000183
160047,HSI00000672
160028,HSI00000183
161328,HSI00001106
161365,HSI00001146
160104,HSI00001146
161371,HSI00000631
160101,HSI00001287
160024,HSI00001146
160082,HSI00001146
161313,HSI00000390
160117,HSI00001146
160069,HSI00001106
161378,HSI00001106
161319,HSI00001106
161357,HSI00001106
161351,HSI00000068
160016,HSI00001146
161310,HSI00000183
160147,HSI00001146
161303,HSI00001146
161314,HSI00001146
161312,HSI00001106
161308,HSI00001106
161311,HSI00001106
161334,HSI00001146
161335,HSI00001146
160029,HSI00001106
160058,HSI00001172
161380,HSI00001106
161325,HSI00001146
160008,HSI00001146
161337,HSI00001172
161355,HSI00001106
161350,HSI00001146
161368,HSI00000068
161329,HSI00000390
161317,HSI00001146
160001,HSI00001146
161309,HSI00000183
161373,HSI00000183
160013,HSI00001146
161333,HSI00001146
161331,HSI00001106
160032,HSI00000183
161338,HSI00001106
161360,HSI00000958
161323,HSI00001106
161348,HSI00001146
160089,HSI00000584
161322,HSI00000666
161305,HSI00001146
161300,HSI00001106
161321,HSI00000958
161336,HSI00000068
161370,HSI00001146
161381,HSI00000958
161366,HSI00001085
161345,HSI00000068
161346,HSI00000068
160146,HSI00001146
160153,HSI00001106
160124,HSI00000068
161375,HSI00001146
161320,HSI00001146
160110,HSI00001146
160067,HSI00001106
161361,HSI00000183
161316,HSI00000428
161326,HSI00000183
161315,HSI00001172
260062,HSI00000935
260163,HSI00000070
260137,HSI00000381
260006,HSI00000705
261316,HSI00000660
260047,HSI00001178
260119,HSI00000249
263028,HSI00000070
260210,HSI00001042
261312,HSI00000705
260216,HSI00000935
261315,HSI00000070
260219,HSI00000070
260214,HSI00000492
260095,HSI00000492
263029,HSI00000660
260094,HSI00000290
260195,HSI00000225
260193,HSI00000845
260183,HSI00000920
260179,HSI00000933
260110,HSI00001007
261338,HSI00000660
261321,HSI00000935
260068,HSI00000070
260141,HSI00001178
260080,HSI00001007
260160,HSI00001007
260180,HSI00000070
260023,HSI00000660
261302,HSI00000902
261324,HSI00000492
260011,HSI00000902
260001,HSI00000660
263302,HSI00001076
260048,HSI00001110
260102,HSI00001110
264017,HSI00001148
260027,HSI00000492
260085,HSI00000845
263031,HSI00000902
260138,HSI00000935
263032,HSI00000660
000000,HSI00000249
260081,HSI00000902
260200,HSI00000902
261325,HSI00000290
260059,HSI00000660
261320,HSI00000492
260190,HSI00000492
260177,HSI00000729
260050,HSI00000902
260064,HSI00000902
261329,HSI00000290
261335,HSI00000660
261331,HSI00000381
260061,HSI00000381
000000,HSI00001148
260096,HSI00000748
260186,HSI00000568
261308,HSI00000070
260005,HSI00000902
260032,HSI00000070
269807,HSI00000902
260104,HSI00000902
260091,HSI00000902
260162,HSI00000070
260105,HSI00000902
260108,HSI00000070
260077,HSI00000660
260020,HSI00000660
263301,HSI00000070
263304,HSI00000981
260191,HSI00000070
261318,HSI00000070
260040,HSI00000290
260065,HSI00000660
261337,HSI00000070
261319,HSI00000660
261309,HSI00000935
260052,HSI00000660
260022,HSI00000249
260078,HSI00000902
261328,HSI00000705
261317,HSI00000660
261333,HSI00000902
260074,HSI00000249
260176,HSI00000933
350019,HSI00000032
350070,HSI00000350
350006,HSI00001107
354004,HSI00001148
350015,HSI00000958
350002,HSI00000183
351318,HSI00000183
351333,HSI00000183
351336,HSI00000183
350011,HSI00000958
351303,HSI00000183
351329,HSI00000958
351305,HSI00001107
351328,HSI00000183
351311,HSI00000183
351309,HSI00000958
351312,HSI00000958
351315,HSI00000183
351304,HSI00000183
351324,HSI00000183
351334,HSI00000183
430077,HSI00000868
430013,HSI00000068
430014,HSI00000068
430027,HSI00000958
430095,HSI00000068
430089,HSI00001066
430092,HSI00000068
430093,HSI00000868
430096,HSI00000068
431309,HSI00000958
431329,HSI00000958
431307,HSI00000958
431323,HSI00000868
431320,HSI00000868
431331,HSI00000068
431332,HSI00000068
431308,HSI00000068
431310,HSI00000068
431313,HSI00000068
431302,HSI00000068
431338,HSI00000068
431322,HSI00000868
431326,HSI00000068
431337,HSI00000068
431330,HSI00000068
431319,HSI00000868
430015,HSI00000068
431306,HSI00000068
431317,HSI00000068
430016,HSI00000068
430048,HSI00000868
431321,HSI00000868
431327,HSI00000068
431336,HSI00000958
431328,HSI00000958
431315,HSI00000068
431324,HSI00000068
431334,HSI00000958
430012,HSI00000068
431312,HSI00000068
431333,HSI00000958
431311,HSI00000958
430097,HSI00000958
280009,HSI00000183
280125,HSI00000358
280013,HSI00001085
280003,HSI00000143
280128,HSI00000183
280130,HSI00000183
280129,HSI00001085
281343,HSI00000358
281359,HSI00000183
281335,HSI00000183
281348,HSI00000068
281328,HSI00000143
280132,HSI00001085
281341,HSI00000868
281331,HSI00000068
281354,HSI00000143
280077,HSI00000672
280023,HSI00000183
280032,HSI00000623
280020,HSI00000183
281303,HSI00000358
281342,HSI00000183
280065,HSI00000753
281321,HSI00001106
281355,HSI00000073
283301,HSI00000213
280105,HSI00000183
280081,HSI00000183
283300,HSI00000360
280040,HSI00000672
280060,HSI00000183
281329,HSI00000068
281310,HSI00000871
280061,HSI00000871
281346,HSI00000183
281323,HSI00000183
281322,HSI00000487
281307,HSI00000143
280133,HSI00000183
170013,HSI00001173
173028,HSI00000055
170012,HSI00000948
170122,HSI00000055
170142,HSI00000055
170182,HSI00000492
170185,HSI00000935
170183,HSI00000055
173300,HSI00001076
170187,HSI00000948
170191,HSI00001173
171308,HSI00000660
171349,HSI00000948
170175,HSI00000584
170200,HSI00000055
170058,HSI00000660
170023,HSI00000183
171316,HSI00000935
171373,HSI00000492
170146,HSI00000845
170040,HSI00001173
171345,HSI00001173
170133,HSI00000935
170009,HSI00000845
171358,HSI00000948
171336,HSI00001173
170049,HSI00000788
170176,HSI00000492
170104,HSI00000010
170109,HSI00000788
170006,HSI00000055
170016,HSI00001173
170086,HSI00001039
170110,HSI00000183
171337,HSI00000055
170123,HSI00000492
044013,HSI00001148
040022,HSI00000249
041321,HSI00000074
040137,HSI00000183
040014,HSI00001145
043033,HSI00000272
042011,HSI00001145
040119,HSI00001260
040084,HSI00000584
044007,HSI00001148
041318,HSI00000660
040029,HSI00000272
041312,HSI00000074
040088,HSI00000249
042012,HSI00000074
041331,HSI00000804
044019,HSI00001148
040004,HSI00001240
040062,HSI00000660
040055,HSI00000249
040152,HSI00000249
040078,HSI00000584
040026,HSI00000183
040020,HSI00000911
040118,HSI00000081
040114,HSI00000074
043300,HSI00000050
043026,HSI00000074
040007,HSI00000183
040016,HSI00001166
040153,HSI00001037
040076,HSI00000074
041300,HSI00000660
041324,HSI00000183
040027,HSI00000090
041310,HSI00001260
044005,HSI00001148
040036,HSI00000074
040010,HSI00000660
040041,HSI00000584
040001,HSI00000249
040072,HSI00000074
040018,HSI00000249
